ID,Document_ID,Type,Summary,Text,State,Project,Spawns,Covers
TC-00928,DOC-TC-0024,ALM Test Case,,Inject an invalid charge scheduling condition and verify that the charging function enters the expected degraded operating state. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,CR-00532,
TC-00929,DOC-TC-0024,ALM Test Case,,Confirm that CAN bus signal diagnostic trouble codes are logged correctly during fault-injection testing.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00930,DOC-TC-0024,ALM Test Case,,Restore valid compressor control information after a simulated fault and verify that the hvac function recovers according to the expected behavior. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,PR-00036,
TC-00931,DOC-TC-0024,ALM Test Case,,Inject an invalid heat exchanger condition and verify that the thermal function enters the expected degraded operating state. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,CR-00010,
TC-00932,DOC-TC-0024,ALM Test Case,,Confirm that DC fast charging diagnostic trouble codes are logged correctly during fault-injection testing.,Specified,Project NOVA / Variant EV-X,"CR-00031, CR-00124, CR-00362",
TC-00933,DOC-TC-0024,ALM Test Case,,"Verify vehicle deceleration estimation by applying nominal, boundary, and fault-injection conditions and checking the expected system response. The behavior shall be verified during integration testing.",ALM_Active,Project NOVA / Variant EV-X,"PR-00033, PR-00007",
TC-00934,DOC-TC-0024,ALM Test Case,,Verify thermal response time for thermal runaway evaluation against the specified timing requirement.,ALM_Active,Project NOVA / Variant EV-X,"CR-00255, CR-00225, CR-00310",
TC-00935,DOC-TC-0024,ALM Test Case,,Test charging behavior when the charge port signal is lost intermittently during operation. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00936,DOC-TC-0024,ALM Test Case,,Confirm that ride height diagnostic trouble codes are logged correctly during fault-injection testing.,Specified,Project NOVA / Variant EV-X,"PR-00102, PR-00451",
TC-00937,DOC-TC-0024,ALM Test Case,,Validate the suspension behavior for load estimation with transient signal disturbances and confirm diagnostic recovery. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00938,DOC-TC-0024,ALM Test Case,,"Verify inter-domain gateway message routing by applying nominal, boundary, and fault-injection conditions and checking the expected system response. Any deviation shall be documented and reviewed by the responsible engineering team.",ALM_Active,Project NOVA / Variant EV-X,"CR-00285, CR-00197, PR-00406",
TC-00939,DOC-TC-0024,ALM Test Case,,Validate the steering behavior for torque sensing with transient signal disturbances and confirm diagnostic recovery.,Accepted,Project NOVA / Variant EV-X,,
TC-00940,DOC-TC-0024,ALM Test Case,,Inject an invalid sensor fusion condition and verify that the adas function enters the expected degraded operating state. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,,
TC-00941,DOC-TC-0024,ALM Test Case,,Check that CAN bus signal threshold configuration changes take effect without requiring a restart. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,PR-00346,
TC-00942,DOC-TC-0024,ALM Test Case,,Execute boundary-value testing for CAN bus signal and verify that fallback behavior and diagnostic reporting meet the expected criteria. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,PR-00482,
TC-00943,DOC-TC-0024,ALM Test Case,,Validate the charging behavior for AC charging with transient signal disturbances and confirm diagnostic recovery. The behavior shall be verified during integration testing.,Specified,Project NOVA / Variant EV-X,,
TC-00944,DOC-TC-0024,ALM Test Case,,Validate that charge scheduling evaluation is unaffected by unrelated charging control activity. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00500, PR-00079, PR-00249",
TC-00945,DOC-TC-0024,ALM Test Case,,Inject an invalid thermal derating condition and verify that the powertrain function enters the expected degraded operating state. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,CR-00757,
TC-00946,DOC-TC-0024,ALM Test Case,,Verify that damper control status is correctly reported to the vehicle-level diagnostic manager. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"CR-00636, PR-00159",
TC-00947,DOC-TC-0024,ALM Test Case,,Restore valid torque limitation information after a simulated fault and verify that the powertrain function recovers according to the expected behavior. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,PR-00030,
TC-00948,DOC-TC-0024,ALM Test Case,,Validate the steering behavior for fallback with transient signal disturbances and confirm diagnostic recovery. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,,
TC-00949,DOC-TC-0024,ALM Test Case,,Verify that speed control status is correctly reported to the vehicle-level diagnostic manager. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,"PR-00335, CR-00677",
TC-00950,DOC-TC-0024,ALM Test Case,,Validate that ride height evaluation is unaffected by unrelated suspension control activity. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
TC-00951,DOC-TC-0024,ALM Test Case,,Validate that load estimation evaluation is unaffected by unrelated suspension control activity. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,,
TC-00952,DOC-TC-0024,ALM Test Case,,Verify hvac response time for compressor control evaluation against the specified timing requirement. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00953,DOC-TC-0024,ALM Test Case,,Check that defrost logic threshold configuration changes take effect without requiring a restart. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,CR-00072,
TC-00954,DOC-TC-0024,ALM Test Case,,Verify steering response time for steering angle evaluation against the specified timing requirement. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"PR-00264, PR-00316",
TC-00955,DOC-TC-0024,ALM Test Case,,Confirm steering fallback behavior persists until steering assist is confirmed valid for the recovery duration. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"CR-00176, CR-00158",
TC-00956,DOC-TC-0024,ALM Test Case,,Check that battery temperature threshold configuration changes take effect without requiring a restart. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,CR-00226,
TC-00957,DOC-TC-0024,ALM Test Case,,Validate the battery behavior for state of charge with transient signal disturbances and confirm diagnostic recovery. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,CR-00622,
TC-00958,DOC-TC-0024,ALM Test Case,,Check that thermal runaway threshold configuration changes take effect without requiring a restart. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,,
TC-00959,DOC-TC-0024,ALM Test Case,,Check that motor torque threshold configuration changes take effect without requiring a restart. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00960,DOC-TC-0024,ALM Test Case,,Confirm that vibration monitoring diagnostic trouble codes are logged correctly during fault-injection testing.,Specified,Project NOVA / Variant EV-X,PR-00337,
TC-00961,DOC-TC-0025,ALM Test Case,,Verify charging response time for AC charging evaluation against the specified timing requirement. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00962,DOC-TC-0025,ALM Test Case,,Validate that object detection evaluation is unaffected by unrelated adas control activity. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,"PR-00118, PR-00053, PR-00047",
TC-00963,DOC-TC-0025,ALM Test Case,,Check that vibration monitoring threshold configuration changes take effect without requiring a restart. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00964,DOC-TC-0025,ALM Test Case,,Validate that gateway routing evaluation is unaffected by unrelated vehicle network control activity. Any deviation shall be documented and reviewed by the responsible engineering team.,ALM_Active,Project NOVA / Variant EV-X,"CR-00083, CR-00300",
TC-00965,DOC-TC-0025,ALM Test Case,,Execute boundary-value testing for load estimation and verify that fallback behavior and diagnostic reporting meet the expected criteria. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,"CR-00617, CR-00579, PR-00396",
TC-00966,DOC-TC-0025,ALM Test Case,,Execute boundary-value testing for cabin airflow and verify that fallback behavior and diagnostic reporting meet the expected criteria. This requirement applies to both nominal and degraded operating modes.,ALM_Active,Project NOVA / Variant EV-X,"CR-00648, CR-00114",
TC-00967,DOC-TC-0025,ALM Test Case,,Execute boundary-value testing for diagnostic session and verify that fallback behavior and diagnostic reporting meet the expected criteria. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,"CR-00524, PR-00046, CR-00112",
TC-00968,DOC-TC-0025,ALM Test Case,,Execute boundary-value testing for brake pressure and verify that fallback behavior and diagnostic reporting meet the expected criteria. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,"PR-00057, PR-00445",
TC-00969,DOC-TC-0025,ALM Test Case,,Validate that torque sensing evaluation is unaffected by unrelated steering control activity.,ALM_Active,Project NOVA / Variant EV-X,"CR-00063, CR-00480, CR-00663",
TC-00970,DOC-TC-0025,ALM Test Case,,Check that gateway routing threshold configuration changes take effect without requiring a restart.,Specified,Project NOVA / Variant EV-X,"PR-00031, PR-00131",
TC-00971,DOC-TC-0025,ALM Test Case,,Confirm braking fallback behavior persists until deceleration is confirmed valid for the recovery duration. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
TC-00972,DOC-TC-0025,ALM Test Case,,"Verify driver warning and escalation logic by applying nominal, boundary, and fault-injection conditions and checking the expected system response. This applies across all configured vehicle variants.",ALM_Active,Project NOVA / Variant EV-X,,
TC-00973,DOC-TC-0025,ALM Test Case,,Inject an invalid AC charging condition and verify that the charging function enters the expected degraded operating state.,Accepted,Project NOVA / Variant EV-X,"PR-00080, PR-00140",
TC-00974,DOC-TC-0025,ALM Test Case,,Validate the powertrain behavior for thermal derating with transient signal disturbances and confirm diagnostic recovery. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,"CR-00259, CR-00392, PR-00081",
TC-00975,DOC-TC-0025,ALM Test Case,,Confirm that wheel speed diagnostic trouble codes are logged correctly during fault-injection testing.,ALM_Active,Project NOVA / Variant EV-X,"PR-00292, PR-00323, PR-00017",
TC-00976,DOC-TC-0025,ALM Test Case,,Validate the battery behavior for battery temperature with transient signal disturbances and confirm diagnostic recovery. The behavior shall be verified during integration testing.,Specified,Project NOVA / Variant EV-X,"PR-00304, PR-00423",
TC-00977,DOC-TC-0025,ALM Test Case,,Verify steering response time for steering angle evaluation against the specified timing requirement.,Specified,Project NOVA / Variant EV-X,,
TC-00978,DOC-TC-0025,ALM Test Case,,Confirm that state of charge diagnostic trouble codes are logged correctly during fault-injection testing.,Specified,Project NOVA / Variant EV-X,,
TC-00979,DOC-TC-0025,ALM Test Case,,Test powertrain behavior when the thermal derating signal is lost intermittently during operation. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,"CR-00246, CR-00332, CR-00027",
TC-00980,DOC-TC-0025,ALM Test Case,,Inject an invalid battery temperature condition and verify that the battery function enters the expected degraded operating state. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"PR-00283, PR-00124",
TC-00981,DOC-TC-0025,ALM Test Case,,"Verify cabin temperature regulation by applying nominal, boundary, and fault-injection conditions and checking the expected system response. The implementation shall comply with applicable functional safety guidelines.",Specified,Project NOVA / Variant EV-X,PR-00065,
TC-00982,DOC-TC-0025,ALM Test Case,,Verify thermal response time for coolant flow evaluation against the specified timing requirement. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,,
TC-00983,DOC-TC-0025,ALM Test Case,,Confirm powertrain fallback behavior persists until motor torque is confirmed valid for the recovery duration. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,,
TC-00984,DOC-TC-0025,ALM Test Case,,"Verify cabin air quality monitoring by applying nominal, boundary, and fault-injection conditions and checking the expected system response.",ALM_Active,Project NOVA / Variant EV-X,,
TC-00985,DOC-TC-0025,ALM Test Case,,Restore valid torque limitation information after a simulated fault and verify that the powertrain function recovers according to the expected behavior. Any deviation shall be documented and reviewed by the responsible engineering team.,ALM_Active,Project NOVA / Variant EV-X,PR-00030,
TC-00986,DOC-TC-0025,ALM Test Case,,Restore valid gateway routing information after a simulated fault and verify that the vehicle network function recovers according to the expected behavior. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,"CR-00638, PR-00136",
TC-00987,DOC-TC-0025,ALM Test Case,,Confirm thermal fallback behavior persists until thermal runaway is confirmed valid for the recovery duration.,Specified,Project NOVA / Variant EV-X,,
TC-00988,DOC-TC-0025,ALM Test Case,,Execute boundary-value testing for steering assist and verify that fallback behavior and diagnostic reporting meet the expected criteria. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,"PR-00252, CR-00653",
TC-00989,DOC-TC-0025,ALM Test Case,,Confirm that ride height diagnostic trouble codes are logged correctly during fault-injection testing. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,PR-00231,
TC-00990,DOC-TC-0025,ALM Test Case,,Verify hvac response time for defrost logic evaluation against the specified timing requirement.,Specified,Project NOVA / Variant EV-X,,
TC-00991,DOC-TC-0025,ALM Test Case,,Inject an invalid motor torque condition and verify that the powertrain function enters the expected degraded operating state. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,,
TC-00992,DOC-TC-0025,ALM Test Case,,Inject an invalid state of charge condition and verify that the battery function enters the expected degraded operating state. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00993,DOC-TC-0025,ALM Test Case,,"Verify cabin airflow distribution control by applying nominal, boundary, and fault-injection conditions and checking the expected system response. The behavior shall be verified during integration testing.",Accepted,Project NOVA / Variant EV-X,CR-00358,
TC-00994,DOC-TC-0025,ALM Test Case,,Inject an invalid load estimation condition and verify that the suspension function enters the expected degraded operating state.,ALM_Active,Project NOVA / Variant EV-X,,
TC-00995,DOC-TC-0025,ALM Test Case,,Confirm charging fallback behavior persists until AC charging is confirmed valid for the recovery duration. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"CR-00391, CR-00035",
TC-00996,DOC-TC-0025,ALM Test Case,,Validate that defrost logic evaluation is unaffected by unrelated hvac control activity. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,PR-00234,
TC-00997,DOC-TC-0025,ALM Test Case,,Confirm adas fallback behavior persists until distance estimation is confirmed valid for the recovery duration. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,"PR-00216, CR-00376",
TC-00998,DOC-TC-0025,ALM Test Case,,"Verify DC fast-charging current control by applying nominal, boundary, and fault-injection conditions and checking the expected system response. Applicable calibration parameters shall be documented in the configuration baseline.",Specified,Project NOVA / Variant EV-X,,
TC-00999,DOC-TC-0025,ALM Test Case,,Inject an invalid heat exchanger condition and verify that the thermal function enters the expected degraded operating state.,ALM_Active,Project NOVA / Variant EV-X,CR-00342,
TC-01000,DOC-TC-0025,ALM Test Case,,Confirm vehicle network fallback behavior persists until CAN bus signal is confirmed valid for the recovery duration. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,CR-00366,
TC-01001,DOC-TC-0026,ALM Test Case,,Test powertrain behavior when the torque limitation signal is lost intermittently during operation.,Accepted,Project NOVA / Variant EV-X,"PR-00330, CR-00242, CR-00100",
TC-01002,DOC-TC-0026,ALM Test Case,,Confirm steering fallback behavior persists until fallback is confirmed valid for the recovery duration. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"PR-00478, CR-00661",
TC-01003,DOC-TC-0026,ALM Test Case,,Inject an invalid ride height condition and verify that the suspension function enters the expected degraded operating state. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,"CR-00162, CR-00421",
TC-01004,DOC-TC-0026,ALM Test Case,,Execute boundary-value testing for torque sensing and verify that fallback behavior and diagnostic reporting meet the expected criteria.,ALM_Active,Project NOVA / Variant EV-X,PR-00111,
TC-01005,DOC-TC-0026,ALM Test Case,,Inject an invalid torque sensing condition and verify that the steering function enters the expected degraded operating state. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00123, PR-00012, PR-00092",
TC-01006,DOC-TC-0026,ALM Test Case,,Execute boundary-value testing for load estimation and verify that fallback behavior and diagnostic reporting meet the expected criteria. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,CR-00306,
TC-01007,DOC-TC-0026,ALM Test Case,,Verify that AC charging status is correctly reported to the vehicle-level diagnostic manager.,ALM_Active,Project NOVA / Variant EV-X,CR-00035,
TC-01008,DOC-TC-0026,ALM Test Case,,Verify that distance estimation status is correctly reported to the vehicle-level diagnostic manager. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00188, PR-00082, CR-00685",
TC-01009,DOC-TC-0026,ALM Test Case,,Check that speed control threshold configuration changes take effect without requiring a restart. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00423, CR-00384, PR-00388",
TC-01010,DOC-TC-0026,ALM Test Case,,Execute boundary-value testing for charge scheduling and verify that fallback behavior and diagnostic reporting meet the expected criteria.,Accepted,Project NOVA / Variant EV-X,,
TC-01011,DOC-TC-0026,ALM Test Case,,Test suspension behavior when the vibration monitoring signal is lost intermittently during operation. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,"PR-00170, PR-00277, PR-00161",
TC-01012,DOC-TC-0026,ALM Test Case,,Verify suspension response time for ride height evaluation against the specified timing requirement. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,"PR-00026, PR-00179, PR-00451",
TC-01013,DOC-TC-0026,ALM Test Case,,Test adas behavior when the sensor fusion signal is lost intermittently during operation. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,"PR-00058, CR-00705, CR-00541",
TC-01014,DOC-TC-0026,ALM Test Case,,Restore valid charge scheduling information after a simulated fault and verify that the charging function recovers according to the expected behavior. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,PR-00035,
TC-01015,DOC-TC-0026,ALM Test Case,,Validate the charging behavior for charge scheduling with transient signal disturbances and confirm diagnostic recovery. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,,
TC-01016,DOC-TC-0026,ALM Test Case,,Execute boundary-value testing for damper control and verify that fallback behavior and diagnostic reporting meet the expected criteria. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,,
TC-01017,DOC-TC-0026,ALM Test Case,,Validate that deceleration evaluation is unaffected by unrelated braking control activity. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00662, PR-00075, PR-00317",
TC-01018,DOC-TC-0026,ALM Test Case,,Verify charging response time for charge scheduling evaluation against the specified timing requirement. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00315, CR-00503",
TC-01019,DOC-TC-0026,ALM Test Case,,Confirm suspension fallback behavior persists until load estimation is confirmed valid for the recovery duration. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00411, CR-00565, CR-00484",
TC-01020,DOC-TC-0026,ALM Test Case,,Verify braking response time for wheel speed evaluation against the specified timing requirement. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,"CR-00573, CR-00048, CR-00090",
TC-01021,DOC-TC-0026,ALM Test Case,,Validate that DC fast charging evaluation is unaffected by unrelated charging control activity. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,,
TC-01022,DOC-TC-0026,ALM Test Case,,Validate that load estimation evaluation is unaffected by unrelated suspension control activity.,ALM_Active,Project NOVA / Variant EV-X,"CR-00463, CR-00566, CR-00487",
TC-01023,DOC-TC-0026,ALM Test Case,,Validate that charge scheduling evaluation is unaffected by unrelated charging control activity. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,"PR-00079, PR-00418, PR-00250",
TC-01024,DOC-TC-0026,ALM Test Case,,Confirm that ride height diagnostic trouble codes are logged correctly during fault-injection testing. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,CR-00367,
TC-01025,DOC-TC-0026,ALM Test Case,,Verify that steering assist status is correctly reported to the vehicle-level diagnostic manager.,Accepted,Project NOVA / Variant EV-X,"CR-00679, CR-00024, PR-00107",
TC-01026,DOC-TC-0026,ALM Test Case,,Inject an invalid steering assist condition and verify that the steering function enters the expected degraded operating state. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,"CR-00029, PR-00224, PR-00205",
TC-01027,DOC-TC-0026,ALM Test Case,,Confirm battery fallback behavior persists until cell voltage is confirmed valid for the recovery duration. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,"CR-00520, CR-00454",
TC-01028,DOC-TC-0026,ALM Test Case,,Test hvac behavior when the cabin airflow signal is lost intermittently during operation.,ALM_Active,Project NOVA / Variant EV-X,,
TC-01029,DOC-TC-0026,ALM Test Case,,Verify charging response time for AC charging evaluation against the specified timing requirement. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,,
TC-01030,DOC-TC-0026,ALM Test Case,,Verify that warning logic status is correctly reported to the vehicle-level diagnostic manager. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,PR-00126,
TC-01031,DOC-TC-0026,ALM Test Case,,Validate the charging behavior for charge port with transient signal disturbances and confirm diagnostic recovery. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,"CR-00232, CR-00282, CR-00449",
TC-01032,DOC-TC-0026,ALM Test Case,,Validate that sensor fusion evaluation is unaffected by unrelated adas control activity. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,,
TC-01033,DOC-TC-0026,ALM Test Case,,Execute boundary-value testing for object detection and verify that fallback behavior and diagnostic reporting meet the expected criteria. Any deviation shall be documented and reviewed by the responsible engineering team.,ALM_Active,Project NOVA / Variant EV-X,CR-00398,
TC-01034,DOC-TC-0026,ALM Test Case,,Validate that cell voltage evaluation is unaffected by unrelated battery control activity.,Accepted,Project NOVA / Variant EV-X,"CR-00459, CR-00454",
TC-01035,DOC-TC-0026,ALM Test Case,,Confirm vehicle network fallback behavior persists until diagnostic session is confirmed valid for the recovery duration. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"CR-00160, PR-00194, PR-00046",
TC-01036,DOC-TC-0026,ALM Test Case,,Execute boundary-value testing for AC charging and verify that fallback behavior and diagnostic reporting meet the expected criteria.,Accepted,Project NOVA / Variant EV-X,"PR-00251, CR-00516, CR-00035",
TC-01037,DOC-TC-0026,ALM Test Case,,Inject an invalid torque sensing condition and verify that the steering function enters the expected degraded operating state.,Accepted,Project NOVA / Variant EV-X,"CR-00263, CR-00480, PR-00378",
TC-01038,DOC-TC-0026,ALM Test Case,,Check that steering angle threshold configuration changes take effect without requiring a restart. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,"PR-00150, PR-00320, PR-00162",
TC-01039,DOC-TC-0026,ALM Test Case,,Validate that motor torque evaluation is unaffected by unrelated powertrain control activity.,ALM_Active,Project NOVA / Variant EV-X,"CR-00044, CR-00746, PR-00279",
TC-01040,DOC-TC-0026,ALM Test Case,,Verify powertrain response time for speed control evaluation against the specified timing requirement.,Accepted,Project NOVA / Variant EV-X,,
TC-01041,DOC-TC-0027,ALM Test Case,,Confirm hvac fallback behavior persists until cabin airflow is confirmed valid for the recovery duration.,ALM_Active,Project NOVA / Variant EV-X,"CR-00402, CR-00674, PR-00362",
TC-01042,DOC-TC-0027,ALM Test Case,,Validate the battery behavior for state of charge with transient signal disturbances and confirm diagnostic recovery. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,,
TC-01043,DOC-TC-0027,ALM Test Case,,Confirm that object detection diagnostic trouble codes are logged correctly during fault-injection testing. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,,
TC-01044,DOC-TC-0027,ALM Test Case,,Check that torque limitation threshold configuration changes take effect without requiring a restart. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,PR-00447,
TC-01045,DOC-TC-0027,ALM Test Case,,"Verify brake-pressure modulation and monitoring by applying nominal, boundary, and fault-injection conditions and checking the expected system response. This applies across all configured vehicle variants.",ALM_Active,Project NOVA / Variant EV-X,,
TC-01046,DOC-TC-0027,ALM Test Case,,Verify powertrain response time for motor torque evaluation against the specified timing requirement. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,,
TC-01047,DOC-TC-0027,ALM Test Case,,Verify that load estimation status is correctly reported to the vehicle-level diagnostic manager. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,"CR-00208, PR-00073",
TC-01048,DOC-TC-0027,ALM Test Case,,Confirm that heat exchanger diagnostic trouble codes are logged correctly during fault-injection testing. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,,
TC-01049,DOC-TC-0027,ALM Test Case,,Verify that charge scheduling status is correctly reported to the vehicle-level diagnostic manager.,ALM_Active,Project NOVA / Variant EV-X,,
TC-01050,DOC-TC-0027,ALM Test Case,,Validate the thermal behavior for heat exchanger with transient signal disturbances and confirm diagnostic recovery. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,"CR-00126, PR-00213, CR-00010",
TC-01051,DOC-TC-0027,ALM Test Case,,"Verify AC charging power negotiation by applying nominal, boundary, and fault-injection conditions and checking the expected system response. Traceability to the originating stakeholder need shall be maintained.",Specified,Project NOVA / Variant EV-X,"CR-00391, PR-00193, CR-00316",
TC-01052,DOC-TC-0027,ALM Test Case,,Confirm that sensor fusion diagnostic trouble codes are logged correctly during fault-injection testing. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,,
TC-01053,DOC-TC-0027,ALM Test Case,,Confirm suspension fallback behavior persists until vibration monitoring is confirmed valid for the recovery duration. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,,
TC-01054,DOC-TC-0027,ALM Test Case,,Confirm thermal fallback behavior persists until coolant flow is confirmed valid for the recovery duration. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,"CR-00054, PR-00198",
TC-01055,DOC-TC-0027,ALM Test Case,,Inject an invalid thermal runaway condition and verify that the thermal function enters the expected degraded operating state. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,CR-00453,
TC-01056,DOC-TC-0027,ALM Test Case,,Confirm that cabin airflow diagnostic trouble codes are logged correctly during fault-injection testing. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,,
TC-01057,DOC-TC-0027,ALM Test Case,,Restore valid isolation information after a simulated fault and verify that the battery function recovers according to the expected behavior. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,CR-00418,
TC-01058,DOC-TC-0027,ALM Test Case,,Execute boundary-value testing for steering angle and verify that fallback behavior and diagnostic reporting meet the expected criteria. Any deviation shall be documented and reviewed by the responsible engineering team.,ALM_Active,Project NOVA / Variant EV-X,"CR-00507, CR-00555, PR-00264",
