Baseline_ID,Release_ID,Artifact_ID,Artifact_Type,Document_ID,Project,Membership_Source
BL-REL-00050,REL-00050,TC-00714,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00018,REL-00018,TC-00715,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00024,REL-00024,TC-00715,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,TC-00715,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00009,REL-00009,TC-00716,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-00716,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00020,REL-00020,TC-00716,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-00716,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00030,REL-00030,TC-00717,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-00717,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00038,REL-00038,TC-00717,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,TC-00717,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00002,REL-00002,TC-00718,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00014,REL-00014,TC-00718,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-00718,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00002,REL-00002,TC-00719,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,TC-00719,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00034,REL-00034,TC-00719,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00022,REL-00022,TC-00720,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00026,REL-00026,TC-00720,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00039,REL-00039,TC-00720,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-00720,ALM Test Case,DOC-TC-0018,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00006,REL-00006,TC-00721,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-00721,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-00721,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-00722,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00017,REL-00017,TC-00723,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00038,REL-00038,TC-00723,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00044,REL-00044,TC-00723,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00012,REL-00012,TC-00724,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00034,REL-00034,TC-00724,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00026,REL-00026,TC-00725,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-00725,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,TC-00725,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00026,REL-00026,TC-00726,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-00726,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-00726,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,TC-00727,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-00727,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00016,REL-00016,TC-00728,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-00728,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,TC-00729,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00020,REL-00020,TC-00729,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00010,REL-00010,TC-00730,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00032,REL-00032,TC-00730,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00036,REL-00036,TC-00730,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00011,REL-00011,TC-00731,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-00731,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00001,REL-00001,TC-00732,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,TC-00732,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,TC-00732,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00049,REL-00049,TC-00732,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00020,REL-00020,TC-00733,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00023,REL-00023,TC-00733,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,TC-00733,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-00733,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,TC-00734,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-00734,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00050,REL-00050,TC-00734,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-00735,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,TC-00735,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00017,REL-00017,TC-00736,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00030,REL-00030,TC-00736,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,TC-00736,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-00736,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00034,REL-00034,TC-00737,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00036,REL-00036,TC-00737,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-00737,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-00738,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-00738,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-00738,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00002,REL-00002,TC-00739,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-00739,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00035,REL-00035,TC-00739,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00002,REL-00002,TC-00740,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00029,REL-00029,TC-00740,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00034,REL-00034,TC-00740,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00036,REL-00036,TC-00741,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00010,REL-00010,TC-00742,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00016,REL-00016,TC-00742,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00022,REL-00022,TC-00742,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00039,REL-00039,TC-00742,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00028,REL-00028,TC-00743,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,TC-00743,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00017,REL-00017,TC-00744,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00018,REL-00018,TC-00744,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00027,REL-00027,TC-00744,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00031,REL-00031,TC-00744,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00034,REL-00034,TC-00744,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00043,REL-00043,TC-00744,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00041,REL-00041,TC-00745,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00004,REL-00004,TC-00746,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00009,REL-00009,TC-00746,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-00747,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,TC-00747,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-00747,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00015,REL-00015,TC-00748,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00007,REL-00007,TC-00749,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00009,REL-00009,TC-00749,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00005,REL-00005,TC-00750,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-00750,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00022,REL-00022,TC-00751,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00034,REL-00034,TC-00751,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-00751,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00049,REL-00049,TC-00751,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00008,REL-00008,TC-00752,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00032,REL-00032,TC-00752,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00033,REL-00033,TC-00752,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00036,REL-00036,TC-00753,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-00753,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00009,REL-00009,TC-00754,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,TC-00754,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00034,REL-00034,TC-00754,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,TC-00754,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,TC-00754,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-00754,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00041,REL-00041,TC-00755,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00045,REL-00045,TC-00755,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,TC-00755,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-00755,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00004,REL-00004,TC-00756,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00022,REL-00022,TC-00756,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00025,REL-00025,TC-00756,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00008,REL-00008,TC-00757,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00025,REL-00025,TC-00757,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-00758,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00045,REL-00045,TC-00758,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00034,REL-00034,TC-00759,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-00759,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,TC-00759,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00010,REL-00010,TC-00760,ALM Test Case,DOC-TC-0019,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00038,REL-00038,TC-00761,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-00761,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00044,REL-00044,TC-00761,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-00761,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,TC-00762,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00050,REL-00050,TC-00762,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00011,REL-00011,TC-00763,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-00763,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00015,REL-00015,TC-00764,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-00764,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-00764,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00027,REL-00027,TC-00765,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-00765,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00012,REL-00012,TC-00766,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00023,REL-00023,TC-00766,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00027,REL-00027,TC-00767,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00034,REL-00034,TC-00767,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,TC-00767,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,TC-00767,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00014,REL-00014,TC-00768,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,TC-00768,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,TC-00768,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-00768,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00014,REL-00014,TC-00769,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00022,REL-00022,TC-00769,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-00769,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00049,REL-00049,TC-00770,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,TC-00770,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00034,REL-00034,TC-00771,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-00771,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00045,REL-00045,TC-00771,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,TC-00771,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00010,REL-00010,TC-00772,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,TC-00773,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00025,REL-00025,TC-00773,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,TC-00773,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00014,REL-00014,TC-00774,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00032,REL-00032,TC-00774,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00003,REL-00003,TC-00775,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00031,REL-00031,TC-00775,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00033,REL-00033,TC-00775,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00028,REL-00028,TC-00776,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,TC-00776,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,TC-00776,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,TC-00777,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,TC-00777,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,TC-00777,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00035,REL-00035,TC-00778,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-00778,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00009,REL-00009,TC-00779,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00020,REL-00020,TC-00779,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,TC-00780,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-00780,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00050,REL-00050,TC-00780,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00027,REL-00027,TC-00781,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-00782,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,TC-00782,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-00782,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,TC-00783,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00002,REL-00002,TC-00784,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-00784,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,TC-00785,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00008,REL-00008,TC-00786,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00026,REL-00026,TC-00786,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00029,REL-00029,TC-00786,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00018,REL-00018,TC-00787,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,TC-00787,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00046,REL-00046,TC-00787,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00036,REL-00036,TC-00788,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00013,REL-00013,TC-00789,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-00789,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,TC-00789,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,TC-00789,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00043,REL-00043,TC-00789,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,TC-00789,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,TC-00790,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,TC-00791,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00020,REL-00020,TC-00792,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-00792,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,TC-00792,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,TC-00792,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00031,REL-00031,TC-00793,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00022,REL-00022,TC-00794,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00010,REL-00010,TC-00795,ALM Test Case,DOC-TC-0020,Project NOVA / Variant EV-X,Historical Lifecycle
